;Register address;Field;Type;Accuracy;Unit;Min;Max;Read/Write;Remarks;User;;;
;1357;IVCurve_Current10;U16;0,01;A;;;R;IV curve sweep current 10;;;;
;1358;IVCurve_Voltage11;U16;0,1;V;;;R;IV curve sweep voltage 11;;;;
;1359;IVCurve_Current11;U16;0,01;A;;;R;IV curve scan current 11;;;;
;135A;IVCurve_Voltage12;U16;0,1;V;;;R;IV curve sweep voltage 12;;;;
;135B;IVCurve_Current12;U16;0,01;A;;;R;IV curve scan current 12;;;;
;135C;IVCurve_Voltage13;U16;0,1;V;;;R;IV curve sweep voltage 13;;;;
;135D;IVCurve_Current13;U16;0,01;A;;;R;IV curve sweep current 13;;;;
;135E;IVCurve_Voltage14;U16;0,1;V;;;R;IV curve sweep voltage 14;;;;
;135F;IVCurve_Current14;U16;0,01;A;;;R;IV curve scan current 14;;;;
;1360;IVCurve_Voltage15;U16;0,1;V;;;R;IV curve sweep voltage 15;;;;
;1361;IVCurve_Current15;U16;0,01;A;;;R;IV curve scan current 15;;;;
;1362;IVCurve_Voltage16;U16;0,1;V;;;R;IV curve sweep voltage 16;;;;
;1363;IVCurve_Current16;U16;0,01;A;;;R;IV curve scan current 16;;;;
;1364;IVCurve_Voltage17;U16;0,1;V;;;R;IV curve sweep voltage 17;;;;
;1365;IVCurve_Current17;U16;0,01;A;;;R;IV curve scan current 17;;;;
;1366;IVCurve_Voltage18;U16;0,1;V;;;R;IV curve sweep voltage 18;;;;
;1367;IVCurve_Current18;U16;0,01;A;;;R;IV curve scan current 18;;;;
;1368;IVCurve_Voltage19;U16;0,1;V;;;R;IV curve sweep voltage 19;;;;
;1369;IVCurve_Current19;U16;0,01;A;;;R;IV curve scan current 19;;;;
;136A;IVCurve_Voltage20;U16;0,1;V;;;R;IV curve sweep voltage 20;;;;
;136B;IVCurve_Current20;U16;0,01;A;;;R;IV curve scan current 20;;;;
;136C;IVCurve_Voltage21;U16;0,1;V;;;R;IV curve sweep voltage 21;;;;
;136D;IVCurve_Current21;U16;0,01;A;;;R;IV curve scan current 21;;;;
;136E;IVCurve_Voltage22;U16;0,1;V;;;R;IV curve scan voltage 22;;;;
;136F;IVCurve_Current22;U16;0,01;A;;;R;IV curve scan current 22;;;;
;1370;IVCurve_Voltage23;U16;0,1;V;;;R;IV curve scan voltage 23;;;;
;1371;IVCurve_Current23;U16;0,01;A;;;R;IV curve scan current 23;;;;
;1372;IVCurve_Voltage24;U16;0,1;V;;;R;IV curve sweep voltage 24;;;;
;1373;IVCurve_Current24;U16;0,01;A;;;R;IV curve scan current 24;;;;
;1374;IVCurve_Voltage25;U16;0,1;V;;;R;IV curve sweep voltage 25;;;;
;1375;IVCurve_Current25;U16;0,01;A;;;R;IV curve scan current 25;;;;
;1376;IVCurve_Voltage26;U16;0,1;V;;;R;IV curve sweep voltage 26;;;;
;1377;IVCurve_Current26;U16;0,01;A;;;R;IV curve scan current 26;;;;
;1378;IVCurve_Voltage27;U16;0,1;V;;;R;IV curve scan voltage 27;;;;
;1379;IVCurve_Current27;U16;0,01;A;;;R;IV curve scan current 27;;;;
;137A;IVCurve_Voltage28;U16;0,1;V;;;R;IV curve sweep voltage 28;;;;
;137B;IVCurve_Current28;U16;0,01;A;;;R;IV curve scan current 28;;;;
;137C;IVCurve_Voltage29;U16;0,1;V;;;R;IV curve sweep voltage 29;;;;
;137D;IVCurve_Current29;U16;0,01;A;;;R;IV curve scan current 29;;;;
;137E;IVCurve_Voltage30;U16;0,1;V;;;R;IV curve sweep voltage 30;;;;
;137F;IVCurve_Current30;U16;0,01;A;;;R;IV curve scan current 30;;;;
;1380;AddressMask_Config_ReadOnly_Result3;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";;;;
;1381;;;;;;;;;;;;
;1382;;;;;;;;;;;;
;1383;;;;;;;;;;;;
;1384;IVCurve_Voltage31;U16;0,1;V;;;R;IV curve sweep voltage 31;;;;
;1385;IVCurve_Current31;U16;0,01;A;;;R;IV curve scan current 31;;;;
;1386;IVCurve_Voltage32;U16;0,1;V;;;R;IV curve scan voltage 32;;;;
;1387;IVCurve_Current32;U16;0,01;A;;;R;IV curve scan current 32;;;;
;1388;IVCurve_Voltage33;U16;0,1;V;;;R;IV curve sweep voltage 33;;;;
;1389;IVCurve_Current33;U16;0,01;A;;;R;IV curve scan current 33;;;;
;138A;IVCurve_Voltage34;U16;0,1;V;;;R;IV curve sweep voltage 34;;;;
;138B;IVCurve_Current34;U16;0,01;A;;;R;IV curve scan current 34;;;;
;138C;IVCurve_Voltage35;U16;0,1;V;;;R;IV curve scan voltage 35;;;;
;138D;IVCurve_Current35;U16;0,01;A;;;R;IV curve scan current 35;;;;
;138E;IVCurve_Voltage36;U16;0,1;V;;;R;IV curve scan voltage 36;;;;
;138F;IVCurve_Current36;U16;0,01;A;;;R;IV curve scan current 36;;;;
;1390;IVCurve_Voltage37;U16;0,1;V;;;R;IV curve sweep voltage 37;;;;
;1391;IVCurve_Current37;U16;0,01;A;;;R;IV curve scan current 37;;;;
;1392;IVCurve_Voltage38;U16;0,1;V;;;R;IV curve sweep voltage 38;;;;
;1393;IVCurve_Current38;U16;0,01;A;;;R;IV curve scan current 38;;;;
;1394;IVCurve_Voltage39;U16;0,1;V;;;R;IV curve sweep voltage 39;;;;
;1395;IVCurve_Current39;U16;0,01;A;;;R;IV curve scan current 39;;;;
;1396;IVCurve_Voltage40;U16;0,1;V;;;R;IV curve sweep voltage 40;;;;
;1397;IVCurve_Current40;U16;0,01;A;;;R;IV curve scan current 40;;;;
;1398;IVCurve_Voltage41;U16;0,1;V;;;R;IV curve sweep voltage 41;;;;
;1399;IVCurve_Current41;U16;0,01;A;;;R;IV curve scan current 41;;;;
;139A;IVCurve_Voltage42;U16;0,1;V;;;R;IV curve sweep voltage 42;;;;
;139B;IVCurve_Current42;U16;0,01;A;;;R;IV curve scan current 42;;;;
;139C;IVCurve_Voltage43;U16;0,1;V;;;R;IV curve scan voltage 43;;;;
;139D;IVCurve_Current43;U16;0,01;A;;;R;IV curve scan current 43;;;;
;139E;IVCurve_Voltage44;U16;0,1;V;;;R;IV curve sweep voltage 44;;;;
;139F;IVCurve_Current44;U16;0,01;A;;;R;IV curve scan current 44;;;;
;13A0;IVCurve_Voltage45;U16;0,1;V;;;R;IV curve sweep voltage 45;;;;
;13A1;IVCurve_Current45;U16;0,01;A;;;R;IV curve scan current 45;;;;
;13A2;IVCurve_Voltage46;U16;0,1;V;;;R;IV curve scan voltage 46;;;;
;13A3;IVCurve_Current46;U16;0,01;A;;;R;IV curve scan current 46;;;;
;13A4;IVCurve_Voltage47;U16;0,1;V;;;R;IV curve scan voltage 47;;;;
;13A5;IVCurve_Current47;U16;0,01;A;;;R;IV curve scan current 47;;;;
;13A6;IVCurve_Voltage48;U16;0,1;V;;;R;IV curve scan voltage 48;;;;
;13A7;IVCurve_Current48;U16;0,01;A;;;R;IV curve scan current 48;;;;
;13A8;IVCurve_Voltage49;U16;0,1;V;;;R;IV curve sweep voltage 49;;;;
;13A9;IVCurve_Current49;U16;0,01;A;;;R;IV curve scan current 49;;;;
;13AA;IVCurve_Voltage50;U16;0,1;V;;;R;IV curve sweep voltage 50;;;;
;13AB;IVCurve_Current50;U16;0,01;A;;;R;IV curve scan current 50;;;;
;13AC;IVCurve_Voltage51;U16;0,1;V;;;R;IV curve scan voltage 51;;;;
;13AD;IVCurve_Current51;U16;0,01;A;;;R;IV curve scan current 51;;;;
;13AE;IVCurve_Voltage52;U16;0,1;V;;;R;IV curve scan voltage 52;;;;
;13AF;IVCurve_Current52;U16;0,01;A;;;R;IV curve scan current 52;;;;
;13B0;IVCurve_Voltage53;U16;0,1;V;;;R;IV curve sweep voltage 53;;;;
;13B1;IVCurve_Current53;U16;0,01;A;;;R;IV curve scan current 53;;;;
;13B2;IVCurve_Voltage54;U16;0,1;V;;;R;IV curve sweep voltage 54;;;;
;13B3;IVCurve_Current54;U16;0,01;A;;;R;IV curve scan current 54;;;;
;13B4;IVCurve_Voltage55;U16;0,1;V;;;R;IV curve sweep voltage 55;;;;
;13B5;IVCurve_Current55;U16;0,01;A;;;R;IV curve scan current 55;;;;
;13B6;IVCurve_Voltage56;U16;0,1;V;;;R;IV curve sweep voltage 56;;;;
;13B7;IVCurve_Current56;U16;0,01;A;;;R;IV curve scan current 56;;;;
;13B8;IVCurve_Voltage57;U16;0,1;V;;;R;IV curve sweep voltage 57;;;;
;13B9;IVCurve_Current57;U16;0,01;A;;;R;IV curve scan current 57;;;;
;13BA;IVCurve_Voltage58;U16;0,1;V;;;R;IV curve sweep voltage 58;;;;
;13BB;IVCurve_Current58;U16;0,01;A;;;R;IV curve scan current 58;;;;
;13BC;IVCurve_Voltage59;U16;0,1;V;;;R;IV curve sweep voltage 59;;;;
;13BD;IVCurve_Current59;U16;0,01;A;;;R;IV curve scan current 59;;;;
;13BE;IVCurve_Voltage60;U16;0,1;V;;;R;IV curve sweep voltage 60;;;;
;13BF;IVCurve_Current60;U16;0,01;A;;;R;IV curve scan current 60;;;;
;13C0;AddressMask_Config_ReadOnly_Result4;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid";;;;
;13C1;;;;;;;;;;;;
;13C2;;;;;;;;;;;;
;13C3;;;;;;;;;;;;
;13C4;IVCurve_Voltage61;U16;0,1;V;;;R;IV curve sweep voltage 61;;;;
;13C5;IVCurve_Current61;U16;0,01;A;;;R;IV curve scan current 61;;;;
;13C6;IVCurve_Voltage62;U16;0,1;V;;;R;IV curve scan voltage 62;;;;
;13C7;IVCurve_Current62;U16;0,01;A;;;R;IV curve scan current 62;;;;
;13C8;IVCurve_Voltage63;U16;0,1;V;;;R;IV curve scan voltage 63;;;;
;13C9;IVCurve_Current63;U16;0,01;A;;;R;IV curve scan current 63;;;;
;13CA;IVCurve_Voltage64;U16;0,1;V;;;R;IV curve scan voltage 64;;;;
;13CB;IVCurve_Current64;U16;0,01;A;;;R;IV curve scan current 64;;;;
;13CC;IVCurve_Voltage65;U16;0,1;V;;;R;IV curve sweep voltage 65;;;;
;13CD;IVCurve_Current65;U16;0,01;A;;;R;IV curve scan current 65;;;;
;13CE;IVCurve_Voltage66;U16;0,1;V;;;R;IV curve sweep voltage 66;;;;
;13CF;IVCurve_Current66;U16;0,01;A;;;R;IV curve scan current 66;;;;
;13D0;IVCurve_Voltage67;U16;0,1;V;;;R;IV curve sweep voltage 67;;;;
;13D1;IVCurve_Current67;U16;0,01;A;;;R;IV curve scan current 67;;;;
;13D2;IVCurve_Voltage68;U16;0,1;V;;;R;IV curve scan voltage 68;;;;
;13D3;IVCurve_Current68;U16;0,01;A;;;R;IV curve scan current 68;;;;
;13D4;IVCurve_Voltage69;U16;0,1;V;;;R;IV curve sweep voltage 69;;;;
;13D5;IVCurve_Current69;U16;0,01;A;;;R;IV curve scan current 69;;;;
;13D6;IVCurve_Voltage70;U16;0,1;V;;;R;IV curve sweep voltage 70;;;;
;13D7;IVCurve_Current70;U16;0,01;A;;;R;IV curve scan current 70;;;;
;13D8;IVCurve_Voltage71;U16;0,1;V;;;R;IV curve sweep voltage 71;;;;
;13D9;IVCurve_Current71;U16;0,01;A;;;R;IV curve scan current 71;;;;
;13DA;IVCurve_Voltage72;U16;0,1;V;;;R;IV curve scan voltage 72;;;;
;13DB;IVCurve_Current72;U16;0,01;A;;;R;IV curve scan current 72;;;;
;13DC;IVCurve_Voltage73;U16;0,1;V;;;R;IV curve sweep voltage 73;;;;
;13DD;IVCurve_Current73;U16;0,01;A;;;R;IV curve scan current 73;;;;
;13DE;IVCurve_Voltage74;U16;0,1;V;;;R;IV curve sweep voltage 74;;;;
;13DF;IVCurve_Current74;U16;0,01;A;;;R;IV curve scan current 74;;;;
;13E0;IVCurve_Voltage75;U16;0,1;V;;;R;IV curve sweep voltage 75;;;;
;13E1;IVCurve_Current75;U16;0,01;A;;;R;IV curve scan current 75;;;;
;13E2;IVCurve_Voltage76;U16;0,1;V;;;R;IV curve scan voltage 76;;;;
;13E3;IVCurve_Current76;U16;0,01;A;;;R;IV curve scan current 76;;;;
;13E4;IVCurve_Voltage77;U16;0,1;V;;;R;IV curve sweep voltage 77;;;;
;13E5;IVCurve_Current77;U16;0,01;A;;;R;IV curve scan current 77;;;;
;13E6;IVCurve_Voltage78;U16;0,1;V;;;R;IV curve sweep voltage 78;;;;
;13E7;IVCurve_Current78;U16;0,01;A;;;R;IV curve sweep current 78;;;;
;13E8;IVCurve_Voltage79;U16;0,1;V;;;R;IV curve sweep voltage 79;;;;
;13E9;IVCurve_Current79;U16;0,01;A;;;R;IV curve sweep current 79;;;;
;13EA;IVCurve_Voltage80;U16;0,1;V;;;R;IV curve sweep voltage 80;;;;
;13EB;IVCurve_Current80;U16;0,01;A;;;R;IV curve sweep current 80;;;;
;13EC;IVCurve_Voltage81;U16;0,1;V;;;R;IV curve sweep voltage 81;;;;
;13ED;IVCurve_Current81;U16;0,01;A;;;R;IV curve sweep current 81;;;;
;13EE;IVCurve_Voltage82;U16;0,1;V;;;R;IV curve sweep voltage 82;;;;
;13EF;IVCurve_Current82;U16;0,01;A;;;R;IV curve scan current 82;;;;
;13F0;IVCurve_Voltage83;U16;0,1;V;;;R;IV curve sweep voltage 83;;;;
;13F1;IVCurve_Current83;U16;0,01;A;;;R;IV curve sweep current 83;;;;
;13F2;IVCurve_Voltage84;U16;0,1;V;;;R;IV curve sweep voltage 84;;;;
;13F3;IVCurve_Current84;U16;0,01;A;;;R;IV curve sweep current 84;;;;
;13F4;IVCurve_Voltage85;U16;0,1;V;;;R;IV curve sweep voltage 85;;;;
;13F5;IVCurve_Current85;U16;0,01;A;;;R;IV curve sweep current 85;;;;
;13F6;IVCurve_Voltage86;U16;0,1;V;;;R;IV curve sweep voltage 86;;;;
;13F7;IVCurve_Current86;U16;0,01;A;;;R;IV curve scan current 86;;;;
;13F8;IVCurve_Voltage87;U16;0,1;V;;;R;IV curve sweep voltage 87;;;;
;13F9;IVCurve_Current87;U16;0,01;A;;;R;IV curve scan current 87;;;;
;13FA;IVCurve_Voltage88;U16;0,1;V;;;R;IV curve sweep voltage 88;;;;
;13FB;IVCurve_Current88;U16;0,01;A;;;R;IV curve sweep current 88;;;;
;13FC;IVCurve_Voltage89;U16;0,1;V;;;R;IV curve sweep voltage 89;;;;
;13FD;IVCurve_Current89;U16;0,01;A;;;R;IV curve scan current 89;;;;
;13FE;IVCurve_Voltage90;U16;0,1;V;;;R;IV curve sweep voltage 90;;;;
;13FF;IVCurve_Current90;U16;0,01;A;;;R;IV curve sweep current 90;;;;
;1400;AddressMask_Config_ReadOnly_Result5;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.";;;;
;1401;;;;;;;;;;;;
;1402;;;;;;;;;;;;
;1403;;;;;;;;;;;;
;1404;IVCurve_Voltage91;U16;0,1;V;;;R;IV curve sweep voltage 91;;;;
;1405;IVCurve_Current91;U16;0,01;A;;;R;IV curve sweep current 91;;;;
;1406;IVCurve_Voltage92;U16;0,1;V;;;R;IV curve sweep voltage 92;;;;
;1407;IVCurve_Current92;U16;0,01;A;;;R;IV curve scan current 92;;;;
;1408;IVCurve_Voltage93;U16;0,1;V;;;R;IV curve sweep voltage 93;;;;
;1409;IVCurve_Current93;U16;0,01;A;;;R;IV curve sweep current 93;;;;
;140A;IVCurve_Voltage94;U16;0,1;V;;;R;IV curve sweep voltage 94;;;;
;140B;IVCurve_Current94;U16;0,01;A;;;R;IV curve scan current 94;;;;
;140C;IVCurve_Voltage95;U16;0,1;V;;;R;IV curve sweep voltage 95;;;;
;140D;IVCurve_Current95;U16;0,01;A;;;R;IV curve sweep current 95;;;;
;140E;IVCurve_Voltage96;U16;0,1;V;;;R;IV curve sweep voltage 96;;;;
;140F;IVCurve_Current96;U16;0,01;A;;;R;IV curve scan current 96;;;;
;1410;IVCurve_Voltage97;U16;0,1;V;;;R;IV curve sweep voltage 97;;;;
;1411;IVCurve_Current97;U16;0,01;A;;;R;IV curve scan current 97;;;;
;1412;IVCurve_Voltage98;U16;0,1;V;;;R;IV curve sweep voltage 98;;;;
;1413;IVCurve_Current98;U16;0,01;A;;;R;IV curve scan current 98;;;;
;1414;IVCurve_Voltage99;U16;0,1;V;;;R;IV curve sweep voltage 99;;;;
;1415;IVCurve_Current99;U16;0,01;A;;;R;IV curve sweep current 99;;;;
;1416;IVCurve_Voltage100;U16;0,1;V;;;R;IV curve sweep voltage 100;;;;
;1417;IVCurve_Current100;U16;0,01;A;;;R;IV curve sweep current 100;;;;
;1418;IVCurve_Voltage101;U16;0,1;V;;;R;IV curve sweep voltage 101;;;;
;1419;IVCurve_Current101;U16;0,01;A;;;R;IV curve sweep current 101;;;;
;141A;IVCurve_Voltage102;U16;0,1;V;;;R;IV curve sweep voltage 102;;;;
;141B;IVCurve_Current102;U16;0,01;A;;;R;IV curve scan current 102;;;;
;141C;IVCurve_Voltage103;U16;0,1;V;;;R;IV curve sweep voltage 103;;;;
;141D;IVCurve_Current103;U16;0,01;A;;;R;IV curve scan current 103;;;;
;141E;IVCurve_Voltage104;U16;0,1;V;;;R;IV curve sweep voltage 104;;;;
;141F;IVCurve_Current104;U16;0,01;A;;;R;IV curve scan current 104;;;;
;1420;IVCurve_Voltage105;U16;0,1;V;;;R;IV curve sweep voltage 105;;;;
;1421;IVCurve_Current105;U16;0,01;A;;;R;IV curve scan current 105;;;;
;1422;IVCurve_Voltage106;U16;0,1;V;;;R;IV curve sweep voltage 106;;;;
;1423;IVCurve_Current106;U16;0,01;A;;;R;IV curve scan current 106;;;;
;1424;IVCurve_Voltage107;U16;0,1;V;;;R;IV curve sweep voltage 107;;;;
;1425;IVCurve_Current107;U16;0,01;A;;;R;IV curve scan current 107;;;;
;1426;IVCurve_Voltage108;U16;0,1;V;;;R;IV curve sweep voltage 108;;;;
;1427;IVCurve_Current108;U16;0,01;A;;;R;IV curve sweep current 108;;;;
;1428;IVCurve_Voltage109;U16;0,1;V;;;R;IV curve sweep voltage 109;;;;
;1429;IVCurve_Current109;U16;0,01;A;;;R;IV curve scan current 109;;;;
;142A;IVCurve_Voltage110;U16;0,1;V;;;R;IV curve sweep voltage 110;;;;
;142B;IVCurve_Current110;U16;0,01;A;;;R;IV curve scan current 110;;;;
;142C;IVCurve_Voltage111;U16;0,1;V;;;R;IV curve sweep voltage 111;;;;
;142D;IVCurve_Current111;U16;0,01;A;;;R;IV curve scan current 111;;;;
;142E;IVCurve_Voltage112;U16;0,1;V;;;R;IV curve sweep voltage 112;;;;
;142F;IVCurve_Current112;U16;0,01;A;;;R;IV curve scan current 112;;;;
;1430;IVCurve_Voltage113;U16;0,1;V;;;R;IV curve sweep voltage 113;;;;
;1431;IVCurve_Current113;U16;0,01;A;;;R;IV curve scan current 113;;;;
;1432;IVCurve_Voltage114;U16;0,1;V;;;R;IV curve sweep voltage 114;;;;
;1433;IVCurve_Current114;U16;0,01;A;;;R;IV curve sweep current 114;;;;
;1434;IVCurve_Voltage115;U16;0,1;V;;;R;IV curve sweep voltage 115;;;;
;1435;IVCurve_Current115;U16;0,01;A;;;R;IV curve sweep current 115;;;;
;1436;IVCurve_Voltage116;U16;0,1;V;;;R;IV curve sweep voltage 116;;;;
;1437;IVCurve_Current116;U16;0,01;A;;;R;IV curve scan current 116;;;;
;1438;IVCurve_Voltage117;U16;0,1;V;;;R;IV curve sweep voltage 117;;;;
;1439;IVCurve_Current117;U16;0,01;A;;;R;IV curve scan current 117;;;;
;143A;IVCurve_Voltage118;U16;0,1;V;;;R;IV curve sweep voltage 118;;;;
;143B;IVCurve_Current118;U16;0,01;A;;;R;IV curve scan current 118;;;;
;143C;IVCurve_Voltage119;U16;0,1;V;;;R;IV curve sweep voltage 119;;;;
;143D;IVCurve_Current119;U16;0,01;A;;;R;IV curve scan current 119;;;;
;143E;IVCurve_Voltage120;U16;0,1;V;;;R;IV curve sweep voltage 120;;;;
;143F;IVCurve_Current120;U16;0,01;A;;;R;IV curve sweep current 120;;;;
;1440;AddressMask_Config_ReadOnly_Result6;U64;;;;;R;"Each bit of this field corresponds to the validity of 64 addresses above the address of this field (including the address of this field). Bit4 represents the address where the highest bit address of this field is plus 1.
0 means invalid; 1 means valid.";;;;
;1441;;;;;;;;;;;;
;1442;;;;;;;;;;;;
;1443;;;;;;;;;;;;
;1444;IVCurve_Voltage121;U16;0,1;V;;;R;IV curve sweep voltage 121;;;;
;1445;IVCurve_Current121;U16;0,01;A;;;R;IV curve scan current 121;;;;
;1446;IVCurve_Voltage122;U16;0,1;V;;;R;IV curve scan voltage 122;;;;
;1447;IVCurve_Current122;U16;0,01;A;;;R;IV curve scan current 122;;;;
;1448;IVCurve_Voltage123;U16;0,1;V;;;R;IV curve scan voltage 123;;;;
;1449;IVCurve_Current123;U16;0,01;A;;;R;IV curve scan current 123;;;;
;144A;IVCurve_Voltage124;U16;0,1;V;;;R;IV curve scan voltage 124;;;;
;144B;IVCurve_Current124;U16;0,01;A;;;R;IV curve scan current 124;;;;
;144C;IVCurve_Voltage125;U16;0,1;V;;;R;IV curve sweep voltage 125;;;;
;144D;IVCurve_Current125;U16;0,01;A;;;R;IV curve sweep current 125;;;;
;144E;IVCurve_Voltage126;U16;0,1;V;;;R;IV curve sweep voltage 126;;;;
;144F;IVCurve_Current126;U16;0,01;A;;;R;IV curve scan current 126;;;;
;1450;IVCurve_Voltage127;U16;0,1;V;;;R;IV curve sweep voltage 127;;;;
;1451;IVCurve_Current127;U16;0,01;A;;;R;IV curve scan current 127;;;;
;1452;IVCurve_Voltage128;U16;0,1;V;;;R;IV curve scan voltage 128;;;;
